tweet;class1;classification
"AfD-Banner bei Merkel-Auftritt: Polizei prüft Genehmigung 😂 Die Stasi überwachte einst Honeckers ""Wahlkampf"" 😜 Merkel kennt sich aus 😜";0;0
Eigentlich ist es Schade das man auch hier seinen acount auf geschlossen setzen muss. Wurde auf eine Liste gesetzt. Das hat Folgen.;0;0
@Ami66Stefan @focusonline Das war Noah der kam später lol;0;0
@KayGottschalk1 Wenn die Scharia erst einmal eingeführt ist wird sie die erste sein die ihren Kopf verliert.;1;1
@clemenswergin @mathieuvonrohr Die Deutschen kamen mir heute ganz normal vor.... jedenfalls ausserhalb des Regierungsviertels.;0;0
@nucleardoc123 @tagesschau Ich gehe wählen und das wird nicht die Partei von Merkel werden!!;0;0
Deutschland das Land der drei Geschlechter der Duckmäuser und ja Sager der Toleranz Fanatiker. Das Land der Verblödung.;1;1
@PolkeMajewski ein Merkel Vasall!! |LBR| Auch einer der keine eigene Meinung hat!! Dumm -Deutscher halt!!!!;1;1
Moin, moin Piepser. Bild-Reichelt und Platzeck zofften sich bei Illner? Mangelnde Allgemeinbildung traf auf Niveau? 😂 Schrecklich für Bild 😂;0;0
@LieschenMutzel1 Das deutsche Volk wird unaufhörlich belogen! |LBR| Merkel muss weg!! |LBR| Es gibt keinen deutschen Kanzler in der Vergangenheit der so gelogen hat!;1;1
@SPIEGELONLINE Unfassbar!!!! ZDF Journalist Wolfgang Herles: „Wir müssen so berichten, wie es Frau Merkel vorgibt“.  War doch klar!!!;1;1
Deutsches Fernsehn bestet nur aus Propaganda und geistigen Dünnschiss;1;1
@Volker_Beck @spdbt @schneidercar @ntvde Ich habe noch von keinem einen größeren Schwachsinn gehört als von diesem Beck...er schlägt alle Grünen 😃 |LBR| Alter zieh dir lieber eine rein!!;1;1
@ProAsyl @KlausMu97675009 ´Wahr ist nur, was man glauben will´... eine wahrhaft kranke Welt ist das, die da zusammen gezimmert wird. Und dann beschweren jene sich, dass sie sich abgehängt fühlen und überhaupt ´die da oben´. Aber wenn der ´der da oben´, al;0;0
Das EU-Experiment soll einer kosmetischen Behandlung unterzogen werden, nur taugt die Kosmetikerin Merkel in der Wurzel nichts 😜 ÜBERFORDERT;0;0
@krippmarie Mann könnte fast annehmen das er „sprichwörtlich“ Staatshilfe erhalten hat.... |LBR| Haben wir wirklich soviele dumme unfähige unter uns..?;0;0
@Norbinator2403 Ich will sowieso weg hier. Das Flüchtlingsheim ist 150 m entfernt...;0;0
@Liebes_Buch Hier über den Prozess gegen #NPD-#Neonazi Dominique Oster (@Oster_Dominique) wegen #Kindesmissbrauch. Wie passt das, dass #Neonazis die #Todesstrafe für #Pädophile fordern, aber meist selbst derartige Störungen haben? Sein #Antisemitismus ist;1;1
Ist die @spdbt zur #GroKo verdammt? Diskutiere um 10:10 Uhr darüber im @DLF mit @MV_AM und Frank Capellan.;0;0
@JohnnyVCaffine In diesem Fall müssen Sie sich wohl persönlich nach #Israel begeben 😉;0;0
#Pegida hat alles vorausgesagt für Europa! |LBR| IslamTerror in Madrid. 13 Tote |LBR| Weitere werden folgen ihr deutschen Politidioten;1;1
@steffi2105 @IM_NRW @Hessenadler82 @AfD_Bund @FDPFraktionNRW @CDUNRW_de Jetzt melden sich die Vasallen Merkels!;1;1
@Heinrich_Krug @welt Von welchem Krieg reden die eigentlich..?;0;0
"Ich könnte kotzen.Das erste was man sieht bei Ntv morgens ""SCHWESIG VERURTEILT KRAWALLMACHER"",soll sie bei ihrer BRUT machen. ROTE Stinker!";1;1
@anwaltsgelaber Das Gesetz wird die nächste große Justizreform unter Heiko Maas.;0;0
Mit offenen Grenzen bedient d. Politik d. Wirtschaft, also d. Kapital, was im Gegenzug d. Politik schmiert u das quer durch alle Parteien 😜;0;0
"Waldbericht 2017 zeigt: Dem Wald geht es gut, Waldsterben überwunden, mehr Nachhaltigkeit &amp; Wirtschaftlichkeit! Echt große Bilanz!";0;0
@hope_no1 @krippmarie Das also ist weiterhin unser Oberhaupt....für ein junges dynamisches Volk.;0;0
@Riedegost Sie können gelassen auf jeden Polit-Idioten warten, der auch einen Krieg nur in Erwägung zieht 😜;1;1
@petpanther0 @machtjanix23 @NoHerrman @teite99 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @AthinaMala @charlie_silve @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Fakt ist, Du sollst in D kein hebräisch lernen, denn da;0;0
@SteiblBarbara @FfFrauki Es reicht wenn sie lächelt, wirkt zwar nicht intelligenter ist aber angenehmen für die drumrum ....!;1;1
@Jost2018 @profraika Wir haben nur ein Problem! |LBR| MERKEL!!!;1;1
@pipapopipifax Wieso, zahlen Sie mehr? gez. die Vorzimmerdame @AuswaertigesAmt;0;0
@rplantiko @_macmike @WojtekThomalla @NawratAnna @AthinaMala @charlie_silve @petpanther0 @MustaphaMondAH @SJW_MadBunny @mastermikeg @machtjanix23 @SpadeCarrier @Steffmann45 @troll_putin @Norbinator2403 @ennof_ @NancyPeggyMandy @info2099 @lifetrend @Thomas;0;0
@lawyerberlin Schon erstaunlich was alles den Weg in die Politik findet...und vor allem wer da herzlichst willkommen ist;0;0
@KaiserDesRap Die Pisser wollten schon immer unsere Länderein um jeden Preis und jetzt haben sie die Bruder .....;1;1
@Fussball_Bild @BILD_Sport Die Ultras sind das gleiche Pack wie linke Anarchisten,wann wird endlich mal durchgegriffen.Unsere Juristen sind halt alle Gutmenschen die lieber eine arme Rentnerin ins Gefängnis schicken;1;1
Antrag 30 wird aufgerufen: Auch hauptberufliche #Geistliche sollen geistliches Leben führen sollen - #aksynode16;0;0
Die Brandstifter von heute tarnen sich als Kirchen- und Gutmenschen. Wenn es dann gesellschaftlich kracht, rufen sie zynisch „ihr Nazis“.;1;1
@AkifPirincci @krippmarie Joschka war einst der größte Stinkstiefel ein Unruhestifter...bis man ihn zum gutbezahlten Minister ernannte.... |LBR| Sagt das nicht viel aus...?;1;1
@soskinderdorf Hermann Gmeiner würde sich im Grab umdrehen wenn er sehen würde was aus seinen Dörfern geworden ist.;0;0
@m_zeitung Warum wird diese Sauerei von den anderen Medien nicht angeprangert? Hat Merkel es verboten?;0;0
@c_lindner Ich war nie Wähler der FDP, aber so viel Rückgrat dem Wähler gegenüber hat meinen größten Respekt. Vor NEUWAHLEN braucht die FDP keine Angst haben. Meine Stimme ist sicher.;0;0
@welt Es will wohl keiner an Deniz schreiben, weil alle froh sind das er endlich da ist wo er hingehört!!!;0;0
@manfredheck1 @tagesschau Nicht nur ein Vasall Merkels sondern auch ein Trump hasser!! Also ein Nazi!!!;1;1
@fruehwein @Dana_Heide @handelsblatt Beinah hätten Sie recht: 3021 wär das Datum, wenn Rot-Rot-Grün demnächst regieren würde! :-);0;0
Ich freue mich ja schon auf die TV-Kritiken morgen zum #Tatort .;0;0
Moin, moin! Nach dem Willen von Verteidigungsmin. Ursula v. d. Leyen sollen ab 2018 flächendeckend Umstands-Uniformen zur Verfügung stehen 😜;0;0
"Bei der JU sah man es deutlich, Merkel lernte viel bei der FDJ 😜 ausgewählte ""Klatscher"", zum Munde reden u. Einheitsmeinung 😂🤢";0;0
@janboehm Ist der nicht jetzt Zahnarzt?;0;0
@marco_goedde @HovelsHorst @dushanwegner Marco...du warst schon vorher raus....hast es nur nicht gemerkt...!!;0;0
Heilige FÄKALIEN, da läuft gerade Anne Will(schön sein) auf 3SAT!Keine Ahnung ob Wiederholung oder so,iss auch egal ! NUR SO EINEN HAUFEN GEMEINSCHMUTZIGER DUMMHEIT HAB ich selten gesehen ! Spiegelt voll den ZUSTAND DEUTSCHLANDS ! BÖSER TRUMP, SUPER MUSLIME !;1;1
@HelalBeauty Das mit Religion in Verbindung zu bringen,  ist schon sehr... gewagt,  um nicht zu sagen tendentioes.  Vielleicht liegt es auch am Inzest?  Studiere mal die Einwanderungsgeschichte Englands;0;0
@dushanwegner Das wird nie aufhören...die fucking Gutmenschen würden ihr eigenes opfern um diesen Völkerwahn aufrechtzuerhalten;1;1
Der Familiennachzug für Flüchtlinge mit eingeschränktem Schutzstatus muss dauerhaft ausgesetzt bleiben.;0;0
@66Freedom66 Aber den geritzten Bürgermeisterlein gleich kondoliert 👎;0;0
@anna_IIna Leute regt euch nicht auf....negative Berichte haben eine positive Wirkung....AfD bleibt und wird stärker |LBR| Wie sagte die komische Kuh von den Grünen...und ich freu mich darauf....😂😂;1;1
@dunjahayali @krippmarie 😃Wenn Argumente ausgehen....ihr seit alle so leicht auszuhebeln...doch mehr schein als sein..! |LBR| Dürft ihr euch wirklich Journalisten nennen?;0;0
"Auf der Buchmesse diskutiere ich mit Philipp Ther u Michel Friedman über ""Die Getriebenen"" am Freitag (10.30Uhr) Weltempfang,Halle 3.1,L 25";0;0
Falsches Getue zum Klimawandel. Was ist denn mit den Flugzeugen am Himmel und den |LBR| dreckigen Schiffsdieseln auf den Meeren?;0;0
@Steinhoefel Das haben wir dem kleinen Wicht zu verdanken...😃;1;1
@chrisjuko die Quotenmusel in der Sharia Partei D. für was das auch immer steht der Blonde ist aber auch nicht ganz hell auf der Platte;1;1
@heiseonline Wenn die infamen Lügen der etablierten Altpolitiker aufhören, dann gibts auch keinen Grund zum Hass!;1;1
@KontaktVito Wir sind nur noch von Menschen mit Gehirn Prothesen umgeben. .;1;1
@RNZonline Da wird wieder einmal observiert bis er untergetaucht ist !;0;0
@heinzegly Stasi war daran beteiligt - das Kinder-Bordell Jasmin und Club Rose.;0;0
@Spekulant1 @SZ @EveRoll entschuldigung. sie verstehen ja grad nicht mal ihre eigenen worte;0;0
"Ich frage mich warum ""Mein Kampf"" aber nicht der kleine ""Terroristenratgeber ""KORAN"" verboten war !?!?";1;1
@Islamrat Und wer sich nicht nur in Mutmaßungen ( san) über begnügen will, der kann ja einfach Tweets davor lesen, welche Position @der_zmd dabei hat;0;0
@soskinderdorf Er wollte den Kindern eine Familie geben und keine Wohngruppen mit dauernd wechselnden Personal.;0;0
"@mittelfinger Selbstverständlich gilt Rassismuskeule nur bei der ""friedlichsten Religion von allen""!";0;0
"CHAPEAU. #DenizYuecel ist einer,der sich auch im Gefängnis treu bleibt. Er wolle seine Freiheit nicht“mit Panzergeschäften von Rheinmetall....befleckt wissen"", sagte er @dpa. Auch wolle er keinen etwaigen Austausch mit Anhängern der #Gülen-Bewegung. via @SPIEGELONLINE #freedeniz";0;0
@Rambonelli Ja,so ist es,aber leider hat diese Regierung weder Stil,noch Charakter. Sie ist unehrlich u gewaltbereit gegenüb. Andersdenkende;0;0
Der User der jetzt einen Haufen setzt;0;0
@LennartPfahler Entschuldigung, wo kam ich denn zu spät? Sie scheinen mit den parlamentarischen Abläufen nicht vertraut genug, um darüber berichten zu können. 😂 CL;0;0
@hortarimar @Georg_Pazderski Dieser Tweet macht deutlich, wie weit verbreitet Vorurteile sind. Die Gleichsetzung Türkische Gemeinde und Islam macht das klar. Wir sind ein säkularer Verband, dessen Mitgliedsstruktur religiös vielfältig ist. Wir haben auch ;0;0
"@schnee_mueller Ja, habe ich u. richtig, weder in d. DDR, noch in den ""alten Ländern"" sollte man d. Begriff der ""Volksherrschaft"" benutzen 😜";0;0
"@GeorgMeckler Ich wünsche mir für sie, dass eine Großfamilie aus ""Syrien""  einzieht. Leider wäre solch eine kleine,  schlecht ausgestattete Wohnung für die neuen Herrenmenschen keine artgerechte Haltung....";1;1
@SieSindGefeuert @IQ_Stimulator So sieht es aus ! Man müßte eine mediale Plattform haben wie ARD/ZDF um die richtigen Bilder zum Islam,Flüchtlinge,Politiker u.s.w. an die Leutz zu bringen! So wie youtube Kanal von Quasir oder Vulgäre Analyse aber das ist ;0;0
@AfDimBundestag @Alice_Weidel Wenn die AfD @Alice_Weidel dieses nicht zu verhindern versteht, dafür wurden sie gewählt, dann ist bald Schluss mit AfD..!;0;0
@JoeyGerlach @Renft1964 Werden wir und müssen wir NICHT! Es sind zu 99% nur Sozialtouristen (auf gut Deutsch: Schmarotzer) und zigtausende Kriminelle/Terroristen darunter! Das ist bewiesen!;1;1
beim spd-bund-länder-gesprächskreis finanzen im bundesrat zu den themen: grundsteuer und sondierungen.;0;0
@happyhaidrich3 @bleidsamel @ExilMengele Wenn Almans das Internet entdecken.immer wieder lustig;0;0
Gerade im TV gesehen. Wer einkaufen will, und 10 Cent sparen will braucht eine App von Edeka Rossman usw. Vielleicht ist das old shool, aber wir brauchten nur nen Einkaufszettel und Geld.;0;0
"#Transgender #Model sagt nach sämtlichen Operationen, Brust und Genitalbereich, |LBR| ""nun bin ich eine richtige Frau."" |LBR| Richtige #Frau? |LBR| Ohne #Eierstöcke und #Gebärmutter? |LBR| Wie d*** diese Menschen doch sind!";1;1
@westfunker Das Sein des Menschen und des Volkes formt die Kultur. Es gibt Barbaren und es gibt Zivilisation.;0;0
@dushanwegner Diese Vorgehensweise ist der beste Beweis dafür wie es die nächsten 4 Jahre laufen wird... |LBR| Wir werden für unsere eigene Dummheit bestraft und das ist gut so... !!;0;0
Bei Neuwahlen wird safe AFD gewählt;0;0
@WEBDE_News Was erwartet denn ein zweimaliger Sitzenbleiber, der nicht einmal |LBR| einen Schulabschluss hat, von den deutschen Wählern? Er ist ein |LBR| Blender.;1;1
Vielleicht ist es an der Zeit Lobbyvereinigungen wie EurActiv verbieten zu lassen wenn sie Referenden verbieten lassen wollen! 👍;0;0
Heute geht es nach Bonn, wo morgen der Bundesparteitag stattfindet. |LBR| Sitzungen der Fraktionsgremien, um den Parteitag vorzubereiten. |LBR| Selbstbewusste und eigenständige Entscheidungen der SPD nach intensiver Debatte - das erwarte ich nach den guten Gesprächen der letzten Tage.;0;0
@OssiMarzahn @BILD |LBR| Wer Andersgläubig oder Immigrant ist erhält dafür Bewährung bei harten Straftaten! LÄUFT DOCH IN D!;1;1
@_macmike @petpanther0 @machtjanix23 @NoHerrman @teite99 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @AthinaMala @charlie_silve @willjrosenblatt @feldenfrizz @nasanasal @ellibisathide @MD_Franz Fein, bin ich froh, dass ich eine normale Tastatur habe;0;0
"Ein Preis hier, ein Orden da, wer vergibt u. wer bekommt &gt; eine Krähe hackt der anderen die Augen nicht aus. Also wertloser Müll 😜";0;0
deutschland landet diesmal auf dem vorletzten platz. also für eine echte blamage wird es nicht einmal reichen!;0;0
@TwittingThom @NATO Ich weiß zwar nicht, was Altmaier heute wieder geraucht hat, aber es wird im mögl. Konflikt keine GEWINNER mehr geben 😜;1;1
@simplart Du weißt doch, ich kann nicht anders 😜;0;0
"Können sie Kanzler, Hr. Schulz? (bei A. Will) &gt;&gt;&gt; Klar doch, ""Experten"" können Bücher verscherbeln, Flaschen ""sammeln"" u. auch Kanzler 😂😂😂";0;0
@sternde @bundeswehrInfo Wir hatten keine Probleme in der Truppe. Es gab keine Frauen in der Truppe, und das war gut so.;1;1
Zeit d. inhaltlichen Rücksichtnahme ist vorbei. Es geht darum, keine faulen Kompromisse zu machen, sondern Themen d. Bayernplans umzusetzen;0;0
auf dem weg zum ersten termin des tages. wird ein langer tag. heute plenum, ice in die schönste stadt der welt, neujahrsempfang der spd in rothenburgsort, danach elbseparee-neujahresempfang im schmidtchen mit talk über die sondierungen.;0;0
@soskinderdorf Der Traum von Hermann Gemeiner ist schon lange ausgeträumt. Heute werden die Kinder nur noch verwaltet. Schade denn es war ein guter Traum. Und ich bin jemand der Hermann Gmeiner persönlich kannte.;0;0
@focusonline Wir brauchen nicht noch mehr Leute die unser Sozialsystem zerlegen.;0;0
Unsere Gedanken sind heute Abend bei den Opfern vom #Breitscheidplatz und ihren Familien. #Israel steht an der Seite Deutschlands. #Berlin;0;0
"Unfähigkeit hat bei uns einen neuen Namen: ""Remondis"" &gt; Preiserhöhungen und miese Leistungen! Winterdienst heute, Fehlanzeige! Keine Post...";0;0
@EnricoPomsel Deshalb werbe ich dafür, in Koalitionsverhandlungen zu treten und dann die Parteibasis entscheiden zu lassen. Die von der SPD in den Sondierungen durchgesetzten Punkte werden sich in einem Koalitionsvertrag wiederfinden.;0;0
@NiciD_95 @patricia_seelig @spdrlp @D_Stich natürlich braucht man vertrauen und eine brücke. diese brücke ist für mich eine entscheidung aller mitglieder.;0;0
@KokoLores20 @Margit030 Früher war in der Bronx sicherer als heute in DE;0;0
@gerhard_mangott @fbrantner Die Sicherheit und auch die soziale Sicherheit der Deutschen ist nicht unabhängig von der Stabilität und dem Zusammenhalt der EU.;0;0
@atze_atzig @ndaktuell @CarenLay @StadtBautzen Endlich wurde dem Linken Anarchisten-Pack eine auf die Fresse gehauen!🤛;1;1
@Korrektus @MiriamOzen Das ist war...wo Islam da auch Islamisten |LBR| Moslems sind alle gleich...sonst wären sie keine Moslems..!!;1;1
Er ist daraufhin sofort wieder in den Iran geflohen, wo er als Afghane zwar keinerlei Rechte hat*, aber wenigstens die Feinde seiner Familie nicht ständig auftauchen bzw. wo es nicht tagtäglich Attentate durch die Taliban und den IS gibt und Zivilist*innen sterben.;0;0
@19Chichi40 @AkifPirincci Yapp, sind eh net mehr zu retten und nicht der Mühe wert!;1;1
@dushanwegner Wie konnte der Donald dieses im Alleingang entscheiden, ohne vorher Özdemir um Erlaubnis gefragt... |LBR| Was erlauben Trump... |LBR| @cem_oezdemir;0;0
@SteinbachErika Da redet keine Sau drüber . In den Medien beiläufig erwähnt,und doch ein Fall der weit über den Ritz eines Bürgermeisterlein hinausgeht.Ich wünsche dieser Frau alles Gute und möge sie wieder so fit werden wie vorher !;0;0
@GenKuchen @Gl_owwyrm @Tenreccc @magda_albrecht Sollten Sie (als Mann?) mal vor der Situation stehen Durchfall zu haben, aber nur Frauentoiletten anzutreffen, werden Sie verstehen, was das Recht angstfrei Toiletten benutzen zu können mit dem Persönlichkei;0;0
morgen 14.5. halte ich in Berlin, Urania um 19:30 eine Vortrag ueber den islamischen Faschismus!;0;0
Für d Schweinejournalisten Pack von ARD u ZDF ist es Hetze wenn man d tatsächlichen Zustände in diesem Merkeltollhaus anprangert |LBR| Jetzt AFD;1;1
@AfD_Support Die müsste man zur Beihilfe zu mehrfachen Mord Anklagen. Hat sie doch im Bundestag geschworen Schaden vom deutschen Volk zu verhindern,Wieviel Schaden darf die noch machen!;0;0
@BonkeKolja @SawsanChebli @berlinerzeitung Mich interessiert ob in den muslimischen Ländern auch Christen in der Regierung/Ämtern sitzen?😎😜;0;0
Wie oft Kurz die Selbverständlichkeit betonen |LBR| MUSS, |LBR| |LBL| 953858918761029632 |LBR| dass man eine demokratisch gewählte Partei zu akzeptieren hat, ist |LBR| grenzenlos peinlich. |LBR| #FPOE @AfD @RolandTichy;0;0
@MattFux Woher wissen Sie das? Kennen doch meine Geschichte überhaupt nicht.;0;0
